,category,product_title,product_ribbon,product_prev_price,product_curr_price,product_app_price,product_weight
272,face,Technic  Colour Fix 2 IN 1 Pressed Powder & Cream Foundation Oatmeal,,nan,৳ 550.00,App Price: ৳ 534.00,12gm
273,face,Absolute New York Poreless Me Face Primer MFFP03,,nan,"৳ 1,250.00",App Price: ৳ 1213.00,30ml
274,face,Topface Instyle Wet And Dry Powder 005,,nan,৳ 930.00,App Price: ৳ 902.00,10gm
275,face,Topface B B Skin Editor Matte Finish 007,,nan,"৳ 1,490.00",App Price: ৳ 1445.00,30ml
276,face,Pastel Show By Pastel Show Your Purity Powder 102,,nan,৳ 720.00,App Price: ৳ 698.00,9.3gm
277,face,Pastel Silky Dream Foundation 350,,nan,৳ 720.00,App Price: ৳ 698.00,30ml
278,face,Farmasi Stay Matte Foundation Natural 03,,nan,"৳ 1,400.00",App Price: ৳ 1358.00,30ml
279,face,SKINFOOD Milk Shake Point Make-Up Remover,,nan,"৳ 1,050.00",App Price: ৳ 1019.00,160ml
280,face,Pierre Cardin Porcelain Edition Compact Powder Golden Sand 160,,nan,"৳ 1,380.00",App Price: ৳ 1339.00,12gm
281,face,Pierre Cardin Porcelain Edition Compact Powder Honey 460,,nan,"৳ 1,380.00",App Price: ৳ 1339.00,12gm
282,face,Anafeli Paris SPF 15 Glowy Foundation 01,,nan,৳ 850.00,App Price: ৳ 825.00,30ml
283,face,Nicka K Four Color Blush Palette Very Berry FL0402,,nan,৳ 625.00,App Price: ৳ 606.00,12gm
284,face,Topface Mineral Sensitive Serum Foundation Rose Vanilla 001,,nan,"৳ 2,100.00",App Price: ৳ 2037.00,15ml
285,face,Technic Highlighter Wand Enlumineur,,nan,৳ 480.00,App Price: ৳ 466.00,9ml
286,face,Note Instant Bi Phase Make Up Remover,,nan,৳ 950.00,,125ml
287,face,Note Translucent Setting Powder,,nan,৳ 700.00,,10gm
288,face,Technic Glow Setter Setting Spray,,nan,৳ 650.00,App Price: ৳ 631.00,100ml
289,face,NIOR Your Best Skin Soft Matte Pressed Powder Warm Vanilla,,nan,"৳ 1,200.00",App Price: ৳ 1164.00,9gm
290,face,Beauti4me Concealer Light Beige C02,,nan,৳ 680.00,App Price: ৳ 660.00,7ml
291,face,Beauti4me Primer Tinted Prime & Highlight P02,,nan,"৳ 1,300.00",App Price: ৳ 1261.00,30gm
292,face,Wet n Wild Bare Focus Clarifying Finishing Powder Translucent,,nan,৳ 750.00,App Price: ৳ 728.00,7.8gm
293,face,Astra Long Stay Concealer SPF15 N 04W Sand,,nan,"৳ 1,400.00",App Price: ৳ 1358.00,4.5ml
294,face,Note Baked Powder 01 Stardust,,nan,৳ 750.00,,10gm
295,face,Lakme 9 To 5 CC Complexion Care Cream Honey 02,,nan,৳ 850.00,App Price: ৳ 825.00,30gm
296,face,Pastel Show By Pastel Show Your Purity Powder 102,,nan,৳ 720.00,App Price: ৳ 698.00,9.3gm
297,face,Pastel Silky Dream Foundation 350,,nan,৳ 720.00,App Price: ৳ 698.00,30ml
298,face,Guerniss Primer Water Base,,nan,"৳ 1,460.00",App Price: ৳ 1416.00,35ml
299,face,Guerniss Matte & Poreless Face Powder G040,,nan,"৳ 1,690.00",App Price: ৳ 1639.00,15gm
300,face,Technic  Colour Fix 2 IN 1 Pressed Powder & Cream Foundation Ecru,,nan,৳ 550.00,App Price: ৳ 534.00,12gm
301,face,Technic Colour Fix 2 IN 1 Pressed Powder & Cream Foundation Buff,,nan,৳ 550.00,App Price: ৳ 534.00,12gm
302,face,Olay Double Action Moisturiser Day Cream & Primer,,nan,"৳ 1,350.00",App Price: ৳ 1310.00,50ml
303,face,Meril Olive Oil,,nan,৳ 315.00,,150ml
304,face,MILANI 03 MAKE IT LAST SETTING SPRAY PRIME CORRECT SET,,nan,"৳ 1,700.00",App Price: ৳ 1649.00,60ml
305,face,MILANI 05 MAKE IT LAST MATTE CHARCOAL SETTING SPRAY,,nan,"৳ 1,700.00",App Price: ৳ 1649.00,60ml
306,face,NICKA K PERFECTION SETTING SPRAY ILLUMINATING GOLD FSPF03,,nan,৳ 650.00,App Price: ৳ 631.00,60ml
307,face,NICKA K PERFECTION SETTING SPRAY MATTE 60ML,,nan,৳ 650.00,App Price: ৳ 631.00,60ml
308,face,Nicka K Duo Contour NDO07,,nan,৳ 400.00,App Price: ৳ 388.00,
309,face,Topface Skin Wear Matte Effect Foundation - 7,,nan,৳ 890.00,App Price: ৳ 863.00,30ml
310,face,Topface Skin Wear Matte Effect Foundation - 5,,nan,৳ 890.00,App Price: ৳ 863.00,30ml
311,face,Topface Skin Wear Matte Effect Foundation - 4,,nan,৳ 890.00,App Price: ৳ 863.00,30ml
312,face,Topface Perfect Coverage Foundation - 4,,nan,"৳ 1,990.00",App Price: ৳ 1930.00,30ml
313,face,NICKA K HD CONCEALER RED CLAY NCL014,,nan,৳ 450.00,App Price: ৳ 437.00,3.3gm
314,face,MAKEUP REVOLUTION Blush Palette Goddess,,nan,"৳ 1,250.00",App Price: ৳ 1213.00,
315,face,Makeup Revolution Conceal & Define Concealer - C8,,nan,৳ 880.00,App Price: ৳ 854.00,
316,face,NICKA K SHEER AND GLOW BRONZER NECTAR SOLEIL MP512,,nan,৳ 440.00,App Price: ৳ 427.00,20gm
317,face,L.A. Girl Pro Coverage Illuminating Foundation - Nude Beige,,nan,"৳ 1,050.00",App Price: ৳ 1019.00,28ml
318,face,L.A Girl Pro Face Matte Pressed Powder - Creamy Natural,,nan,৳ 750.00,App Price: ৳ 728.00,7gm
319,face,L.A Girl Pro Face Matte Pressed Powder Medium Beige GPP609,,nan,৳ 750.00,App Price: ৳ 728.00,7gm
320,face,Wet n Wild Photo Focus Matte Foundation - Bronze Beige,,nan,৳ 950.00,App Price: ৳ 922.00,
321,face,Technic BB Beauty Boost Foundation - Biscuit,,nan,৳ 550.00,App Price: ৳ 534.00,30ml
322,face,Maybelline Baby Skin Instant Pore Eraser (USA),,nan,৳ 900.00,App Price: ৳ 873.00,22ml
323,face,L.A. Girl Pro Concealer Medium Beige,,nan,৳ 550.00,App Price: ৳ 534.00,8gm
324,face,Glow & Lovely Face Cream (BB) Blemish Balm 18g,,nan,৳ 165.00,,18gm
325,face,L.A. Girl PRO Matte Foundation - GLM675 Medium Beige,,nan,"৳ 1,050.00",App Price: ৳ 1019.00,30ml
326,face,L.A. Girl PRO Matte Foundation - GLM674 Natural,,nan,"৳ 1,150.00",App Price: ৳ 1116.00,30ml
327,face,Maybelline Fit Me Matte + Poreless Foundation- Natural Beige 220,,nan,"৳ 1,250.00",App Price: ৳ 1213.00,30ml
328,face,L.A. Girl Pro Coverage Illuminating Foundation Sand GLM650,,nan,৳ 900.00,App Price: ৳ 873.00,28ml
329,face,L.A. Girl Pro Coverage Illuminating Foundation- Natural,,nan,"৳ 1,050.00",App Price: ৳ 1019.00,28ml
330,face,L.A. Girl Pro Coverage Illuminating Foundation- Fair,,nan,"৳ 1,050.00",App Price: ৳ 1019.00,28ml
331,face,L.A. Girl Pro Coverage Illuminating Foundation- Porcelain,,nan,"৳ 1,050.00",App Price: ৳ 1019.00,28ml
332,face,Revlon ColorStay Foundation For Combination/Oily Skin - Fresh Beige 250,,nan,"৳ 1,625.00",,30ml
333,face,L.A. Girl HD Pro Concealer Medium Bisque GC975,,nan,৳ 550.00,App Price: ৳ 534.00,8gm
334,face,L.A. Girl Pro Concealer Nude,,nan,৳ 550.00,App Price: ৳ 534.00,8gm
335,face,L.A. Girl Pro Concealer Dark Cocoa,,nan,৳ 550.00,App Price: ৳ 534.00,8gm
336,face,Makeup Revolution Blusher Reloaded Peach Bliss,,nan,৳ 700.00,App Price: ৳ 679.00,7.5gm
337,face,PINKFLASH Lasting Matte Pressed Powder - Shade 111 (PF-F08),,nan,৳ 300.00,App Price: ৳ 291.00,5.5gm
338,face,PINKFLASH Lasting Matte Pressed Powder - Shade 222 (PF-F08),,nan,৳ 300.00,App Price: ৳ 291.00,5.5gm
339,face,PINKFLASH Pro Touch Makeup Base Primer- 20g (PF-F12),,nan,৳ 500.00,App Price: ৳ 485.00,20gm
340,face,PINKFLASH Chic In Cheek Blush - N02 Dazzle Me (PF-F01),,nan,৳ 250.00,App Price: ৳ 243.00,1.7gm
341,face,PINKFLASH Chic In Cheek Blush - O02 Vacance (PF-F01),,nan,৳ 250.00,App Price: ৳ 243.00,1.5gm
342,face,PINKFLASH Double Fixing Setting Spray - 40ml (SP01),,nan,৳ 600.00,App Price: ৳ 582.00,40ml
343,face,PINKFLASH Duo Makeup Stick - BH01 (PF-F21),,nan,৳ 400.00,App Price: ৳ 388.00,
344,face,PINKFLASH Duo Makeup Stick - BH02 (PF-F21),,nan,৳ 400.00,App Price: ৳ 388.00,
345,face,PINKFLASH Duo Makeup Stick - HS01 (PF-F21),,nan,৳ 400.00,App Price: ৳ 380.00,
346,face,Ireneda Crush Crush Powder Blush - OR01 Early Peach (IR07),,nan,৳ 300.00,App Price: ৳ 291.00,2.7gm
347,face,Ireneda Crush Crush Powder Blush - PK02 Bubblegum (IR07),,nan,৳ 300.00,App Price: ৳ 291.00,2.7gm
348,face,PINKFLASH Lasting Matte Loose Powder - Shade 222 (PF-F06),,nan,৳ 350.00,App Price: ৳ 340.00,6gm
349,face,PINKFLASH Matte & Poreless Pressed Powder YL01 (PF-F17),,nan,৳ 700.00,App Price: ৳ 679.00,9gm
350,face,Makeup Revolution Blusher Reloaded Pop My Cherry,,nan,৳ 700.00,App Price: ৳ 679.00,
